[NX Daemon Server] - 2024-10-08T03:04:20.297Z - Started listening on: /var/folders/kt/hq5p3tp50zq8337qzf1_8w_m0000gn/T/2e387e4bf9520597c0b6/d.sock
[NX Daemon Server] - 2024-10-08T03:04:20.300Z - [WATCHER]: Subscribed to changes within: /Users/kb/Desktop/project/subject (native)
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 75
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 74
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 73
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 72
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 71
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 70
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 69
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 68
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 67
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 66
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 65
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 64
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 63
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 62
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 61
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 60
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 59
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 58
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 57
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 56
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 55
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 54
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 53
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 52
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 51
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 50
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 49
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 48
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 47
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 46
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 45
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 44
[NX Daemon Server] - 2024-10-08T03:04:21.420Z - Closed a connection. Number of open connections: 43
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 42
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 41
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 40
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 39
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 38
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 37
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 36
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 35
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 34
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 33
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 32
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 31
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 30
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 29
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 28
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 27
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 26
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 25
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 24
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 23
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 22
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 21
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 20
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 19
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 18
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 14
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 12
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 11
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 10
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 9
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 8
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 7
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 6
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 5
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 4
[NX Daemon Server] - 2024-10-08T03:04:21.421Z - Closed a connection. Number of open connections: 3
[NX Daemon Server] - 2024-10-08T03:04:22.113Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:04:22.115Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:04:22.212Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-10-08T03:04:22.212Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:04:22.212Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:04:22.247Z - Time taken for 'loadNxPlugins' 96.69129199999998ms
[NX Daemon Server] - 2024-10-08T03:04:22.248Z - Established a connection. Number of open connections: 4
[NX Daemon Server] - 2024-10-08T03:04:22.248Z - Established a connection. Number of open connections: 5
[NX Daemon Server] - 2024-10-08T03:04:22.248Z - Closed a connection. Number of open connections: 4
[NX Daemon Server] - 2024-10-08T03:04:22.248Z - Established a connection. Number of open connections: 5
[NX Daemon Server] - 2024-10-08T03:04:22.255Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.255Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.255Z - Handled HASH_GLOB. Handling time: 5. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:04:22.255Z - Established a connection. Number of open connections: 6
[NX Daemon Server] - 2024-10-08T03:04:22.255Z - Closed a connection. Number of open connections: 5
[NX Daemon Server] - 2024-10-08T03:04:22.255Z - Established a connection. Number of open connections: 6
[NX Daemon Server] - 2024-10-08T03:04:22.257Z - [REQUEST]: Responding to the client. handleGlob
[NX Daemon Server] - 2024-10-08T03:04:22.257Z - Done responding to the client handleGlob
[NX Daemon Server] - 2024-10-08T03:04:22.257Z - Handled GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:04:22.257Z - Established a connection. Number of open connections: 7
[NX Daemon Server] - 2024-10-08T03:04:22.260Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.261Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.261Z - Handled HASH_GLOB. Handling time: 3. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:04:22.261Z - Closed a connection. Number of open connections: 6
[NX Daemon Server] - 2024-10-08T03:04:22.261Z - Established a connection. Number of open connections: 7
[NX Daemon Server] - 2024-10-08T03:04:22.274Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.274Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.274Z - Handled HASH_GLOB. Handling time: 13. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:04:22.274Z - Established a connection. Number of open connections: 8
[NX Daemon Server] - 2024-10-08T03:04:22.283Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.283Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.284Z - Handled HASH_GLOB. Handling time: 9. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:04:22.284Z - Closed a connection. Number of open connections: 7
[NX Daemon Server] - 2024-10-08T03:04:22.284Z - Established a connection. Number of open connections: 8
[NX Daemon Server] - 2024-10-08T03:04:22.293Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.293Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.293Z - Handled HASH_GLOB. Handling time: 8. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:04:22.293Z - Established a connection. Number of open connections: 9
[NX Daemon Server] - 2024-10-08T03:04:22.293Z - Closed a connection. Number of open connections: 8
[NX Daemon Server] - 2024-10-08T03:04:22.295Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.295Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.295Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:04:22.309Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.309Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.309Z - Handled HASH_GLOB. Handling time: 6. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:04:22.467Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.467Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.467Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:04:22.492Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.493Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.493Z - Handled HASH_GLOB. Handling time: 23. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:04:22.496Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.496Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.496Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:04:22.500Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.500Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:22.500Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[33mThe CJS build of Vite's Node API is deprecated. See https://vitejs.dev/guide/troubleshooting.html#vite-cjs-node-api-deprecated for more details.[39m
[NX Daemon Server] - 2024-10-08T03:04:23.231Z - [REQUEST]: Responding to the client. handleNxWorkspaceFiles
[NX Daemon Server] - 2024-10-08T03:04:23.232Z - Done responding to the client handleNxWorkspaceFiles
[NX Daemon Server] - 2024-10-08T03:04:23.232Z - Handled GET_FILES_IN_DIRECTORY. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:04:24.622Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:24.623Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:04:24.623Z - Handled HASH_GLOB. Handling time: 2. Response time: 1.
